"transaction_id","procedure_id","trans_group_id","trans_group_ar","trans_group_en","procedure_name_ar","procedure_name_en","instance_date","property_type_id","property_type_ar","property_type_en","property_sub_type_id","property_sub_type_ar","property_sub_type_en","property_usage_ar","property_usage_en","reg_type_id","reg_type_ar","reg_type_en","area_id","area_name_ar","area_name_en","building_name_ar","building_name_en","project_number","project_name_ar","project_name_en","master_project_en","master_project_ar","nearest_landmark_ar","nearest_landmark_en","nearest_metro_ar","nearest_metro_en","nearest_mall_ar","nearest_mall_en","rooms_ar","rooms_en","has_parking","procedure_area","actual_worth","meter_sale_price","rent_value","meter_rent_price","no_of_parties_role_1","no_of_parties_role_2","no_of_parties_role_3"
"1-110-2014-1486","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","23-07-2014","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","444","الحبيه الاولى","Al Hebiah First","بارتن هاوس 2","BARTON HOUSE 2",null,"","","Motor City","موتور ستي","موتور سيتي","Motor City","محطة مترو شرف دي جي","Sharaf Dg Metro Station","مول الإمارات","Mall of the Emirates","ثلاث غرف","3 B/R","1","187.76","2021000","10763.74",null,null,"2","2","4"
"1-102-2014-4281","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","05-05-2014","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","485","معيصم الأول","Me'Aisem First","سينتريوم تاور 4","CENTRIUM TOWER 4","85","سنتريوم تاور","CENTRIUM TOWER","International Media Production Zone","المنطقة العالمية للإنتاج الإعلامي","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","1","258.46","930000","3598.24",null,null,"1","1","0"
"2-107-2008-838","107","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك - تسجيل مبدئى","Lease to Own Registration Pre-Registration","27-05-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","الخريف 1","AUTUMN 1","142","سيزون كومينتي - الخريف","SEASONS COMMUNITY- AUTUMN","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","مدينة دبي للإنترنت","Dubai Internet City","مارينا مول","Marina Mall","غرفة","1 B/R","1","70.70","346580","4902.12","346580","4902","2","2","2"
"2-13-2015-342","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","15-01-2015","3","وحدة","Unit","69","ورشة","Workshop","صناعي","Industrial","1","العقارات القائمة","Existing Properties","445","جبل علي الأولى","Jabal Ali First","جاي اند جي مبنى 3","J & G  BUILDING 3","1448","ج أند جي بليكس","J&G PLEXS","DMCC-EZ2","مركز دبي للسلع المتعددة - المرحلة الثانية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","برج هاربور","Harbour Tower","مارينا مول","Marina Mall","","","1","49.15","476145","9687.59",null,null,"1","1","0"
"1-102-2007-33480","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","12-08-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","410","نخلة جميرا","Palm Jumeirah","غراندور ريسيدينس- موغال","GRANDUER RESIDENCES-MUGHAL","92","جرانديور ريزيدنس","GRANDEUR RESIDENCES","Palm Jumeirah","نخلة جميرا","برج العرب","Burj Al Arab","مساكن شاطئ الجميرا","Jumeirah Beach Resdency","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","1","356.87","5120000","14346.96",null,null,"1","2","0"
"1-11-2021-7932","11","1","مبايعات","Sales","بيع","Sell","17-05-2021","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","528","اليفره 3","Al Yufrah 3","","","1647","داماك هيلز ( 2 ) - باسيفيكا","DAMAC HILLS (2) - PACIFICA ","DAMAC HILLS 2","داماك هيليز 2","دورة دبي للدراجات","Dubai Cycling Course","","","","","","","0","420.42","1325000","3151.61",null,null,"1","1","0"
"1-11-2022-29961","11","1","مبايعات","Sales","بيع","Sell","28-11-2022","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","523","الحبية الثالثة","Al Hebiah Third","B - داماك هيلز - لوريتو 1","Damac Hills - LORETO 1 - B","1508","دماك هيلز - لوريتو ","DAMAC HILLS - LORETO","DAMAC HILLS","داماك هيليز","موتور سيتي","Motor City","","","","","غرفة","1 B/R","1","73.12","785000","10735.78",null,null,"2","1","0"
"1-41-2023-8978","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","12-05-2023","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","482","حدائق الشيخ محمد بن راشد","Hadaeq Sheikh Mohammed Bin Rashid","","","1014","إميرالد هيلز  دبي هيلز","Emerald Hills at Dubai Hills","DUBAI HILLS - EMERALD HILLS","دبي هيليز - اميرالد هيليز","آي إم جي وورلد أدفينتشرز","IMG World Adventures","محطة مترو نور بنك","Noor Bank Metro Station","مول الإمارات","Mall of the Emirates","","","0","1285.40","22600000","17582.08",null,null,"3","3","0"
"2-13-2008-201312","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","15-12-2008","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","مارينا هايتز 1","MARINA HEIGHTS 1",null,"","","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","ابراج مارينا","Marina Towers","مارينا مول","Marina Mall","غرفة","1 B/R","1","63.60","287532","4520.94",null,null,"2","1","0"
"2-13-1999-221","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","24-02-1999","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","316","المزهر الاولى","Al Mizhar First","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو اتصالات","Etisalat Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1374.96","500000","363.65",null,null,"1","1","0"
"1-11-2010-7236","11","1","مبايعات","Sales","بيع","Sell","12-05-2010","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","الصدف 2","Sadaf 2",null,"","","Jumeriah Beach Residence  - JBR","جميرا بيتش ريزيدنس  - الجيه بي آر ","برج العرب","Burj Al Arab","مساكن شاطئ الجميرا","Jumeirah Beach Resdency","مارينا مول","Marina Mall","ثلاث غرف","3 B/R","1","175.68","1800000","10245.90",null,null,"1","1","0"
"2-13-2010-4034","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","29-07-2010","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","352","الثنيه الرابعة","Al Thanayah Fourth","","",null,"","","","","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","غرفتين","2 B/R","0","363.91","2000000","5495.86",null,null,"2","1","0"
"1-41-2014-4058","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","04-08-2014","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","تاسكون ريزيدنس 1 -  فلورانس 1","TUSCAN RESIDENCES 1 - FLORENCE 1","419","توسكان ريزيدنس 1","TUSCAN RESIDENCE 1","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","مدينة دبي للإنترنت","Dubai Internet City","مول الإمارات","Mall of the Emirates","غرفة","1 B/R","1","77.76","837900","10775.46",null,null,"1","1","0"
"1-41-2014-5907","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","12-11-2014","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","442","البرشاء جنوب الخامسة","Al Barsha South Fifth","","",null,"","","Jumeirah Village Triangle","قرية جميرا المثلثة","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","","","0","620.06","1636000","2638.45",null,null,"1","3","0"
"1-102-2008-33032","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","05-04-2010","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","458","مجمع دبي للاستثمار الاول","Dubai Investment Park First","EAST GATE 4","EAST GATE 4","1514","ذا رويال استيت بلوت 3","THE ROYAL ESTATES PLOT.3","Dubai Investment Park First","مجمع دبي للاستثمار الاول","موقع إكسبو 2020","Expo 2020 Site","محطة مترو الدانوب","DANUBE Metro Station","ابن بطوطة مول","Ibn-e-Battuta Mall","غرفتين","2 B/R","0","115.98","1318332","11366.89",null,null,"1","2","0"
"1-102-2008-21147","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","23-07-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","409","البرشاء جنوب الثالثة","Al Barshaa South Third","بلاتنيوم وان","Platinum One","638","بلاتينيوم 1","PLATINUM 1","Arjan","أرجان","موتور سيتي","Motor City","محطة مترو شرف دي جي","Sharaf Dg Metro Station","مول الإمارات","Mall of the Emirates","استوديو","Studio","1","47.87","577682","12067.71",null,null,"1","2","0"
"1-102-2008-9585","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","26-01-2010","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","284","جبل على","Jabal Ali","Celestial Heights Orion ","Celestial Heights Orion ","34"," أوريون سلستيال هايتس","CELESTIAL HEIGHTS ORION","Down Town Jabal Ali","دون تاون جبل علي","موقع إكسبو 2020","Expo 2020 Site","محطة مترو الإمارات العربية المتحدة للصرافة","UAE Exchange Metro Station","ابن بطوطة مول","Ibn-e-Battuta Mall","غرفة","1 B/R","0","69.28","771780","11140.01",null,null,"1","1","0"
"1-107-2008-21","107","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك - تسجيل مبدئى","Lease to Own Registration Pre-Registration","16-04-2009","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","0","على الخارطة","Off-Plan Properties","526","الخليج التجارى","Business Bay","Tamani Arts Office","Tamani Arts Office","22","مكاتب تماني للفنون","TAMANI ARTS OFFICES","Business Bay","الخليج التجاري","وسط مدينة دبي","Downtown Dubai","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","مكتب","Office","1","29.20","1577730","54031.85",null,null,"2","2","2"
"1-133-2017-754","133","1","مبايعات","Sales","تسجيل حق منفعة","Development Registration","15-06-2017","2","مبنى","Building",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","459","مجمع دبي للاستثمار الثاني","Dubai Investment Park Second","","",null,"","","Dubai Investment Park Second","مجمع دبي للاستثمار الثاني","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","","","","","","","0","5170.15","55651","10.76",null,null,"1","1","0"
"1-11-2019-9396","11","1","مبايعات","Sales","بيع","Sell","16-10-2019","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","الماس","ALMAS TOWER","976","الماس تاور","AL MAS TOWER","Jumeirah Lakes Towers"," ابراج بحيرات الجميرا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","أبراج بحيرات جميرا","Jumeirah Lakes Towers","مارينا مول","Marina Mall","مكتب","Office","1","185.98","2602431","13993.07",null,null,"1","1","0"
"1-102-2023-1056","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","06-01-2023","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","330","مرسى دبي","Marsa Dubai","سنسوريا ات فايف لاكس","Sensoria at FIVE LUXE","2680","سنسوريا ات فايف لاكس","Sensoria at Five Luxe","","","برج العرب","Burj Al Arab","مساكن شاطئ الجميرا","Jumeirah Beach Resdency","مارينا مول","Marina Mall","أربع غرف","4 B/R","1","375.52","20320651","54113.37",null,null,"1","1","0"
"2-14-2023-525","14","2","رهون","Mortgages","تعديل رهن","Modify Mortgage","25-05-2023","1","أرض","Land",null,"","","أخرى","Other","1","العقارات القائمة","Existing Properties","398","العوير الأولى","Al Aweer First","","",null,"","","","","","","","","","","","","0","1120.00","1000000","892.86",null,null,"1","1","0"
"1-11-2007-1775","11","1","مبايعات","Sales","بيع","Sell","21-06-2007","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","434","وادي الصفا 6","Wadi Al Safa 6","","",null,"","","Arabian Ranches - Saheel","المرابع العربية - صهيل","موتور سيتي","Motor City","محطة مترو شرف دي جي","Sharaf Dg Metro Station","مول الإمارات","Mall of the Emirates","","","0","535.31","2097888","3919.02",null,null,"1","1","0"
"1-11-2016-14593","11","1","مبايعات","Sales","بيع","Sell","07-12-2016","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","390","برج خليفة","Burj Khalifa","ب د 29 بوليفارد مبنى رقم 2","BD 29 BLVD T2","1276","29 بوليفارد","29 BOULEVARD","Burj Khalifa","برج خليفة","وسط مدينة دبي","Downtown Dubai","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","81.69","2100000","25706.94",null,null,"1","1","0"
"1-102-2018-12473","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","18-09-2018","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","343","ورسان الاولى","Al Warsan First","لونز بلوك 3","LAWNZ BLOCK 3","2073","لونز رزيدنس من دانوب","Lawnz Residence by Danube ","International City Phase 1","المدينة العالمية - المرحلة الاولى","","","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","غرفة","1 B/R","1","58.95","565000","9584.39",null,null,"1","1","0"
"2-13-2009-1298","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","07-07-2009","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","402","عود المطينة الأولى","Oud Al Muteena First","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو اتصالات","Etisalat Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","714.98","750000","1048.98",null,null,"1","1","0"
"1-11-2012-11936","11","1","مبايعات","Sales","بيع","Sell","27-06-2012","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","دريم تاور","DREAM TOWER",null,"","","Dubai Marina","دبي مارينا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","أبراج بحيرات جميرا","Jumeirah Lakes Towers","مارينا مول","Marina Mall","غرفة","1 B/R","1","73.83","650000","8804.01",null,null,"1","1","0"
"1-102-2008-36579","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","01-06-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","The H.Q","The H.Q","201","المقر الرئيسي","THE H.Q","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","مدينة دبي للإنترنت","Dubai Internet City","مول الإمارات","Mall of the Emirates","غرفة","1 B/R","0","110.00","1468160","13346.91",null,null,"1","1","0"
"1-102-2017-22282","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","13-11-2017","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","445","جبل علي الأولى","Jabal Ali First","Azizi Shaista Residence","Azizi Shaista Residence","1783","عزيزي شايستا ريزيدنس","Azizi Shaista Residence","Al Furjan","الفرجان","موقع إكسبو 2020","Expo 2020 Site","محطة مترو ابن بطوطة","Ibn Battuta Metro Station","ابن بطوطة مول","Ibn-e-Battuta Mall","غرفة","1 B/R","1","73.17","1000000","13666.80",null,null,"1","1","0"
"1-110-2018-250","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","16-04-2018","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","464","وادي الصفا 2","Wadi Al Safa 2","مزايا 2","Mazaya 2","1187","كيو بوينت ليوان -PLOT R003","QPOINT LIWAN - PLOT R003","Liwan","ليوان","آي إم جي وورلد أدفينتشرز","IMG World Adventures","","","","","غرفة","1 B/R","1","70.98","506552","7136.55",null,null,"2","0","0"
"1-102-2018-7353","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","17-05-2018","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","412","المركاض","Al Merkadh","عزيزي ريفيرا  5","Azizi Riviera 5","1927","5 عزيزي ريفيرا","Azizi Riviera 5","","","وسط مدينة دبي","Downtown Dubai","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","77.64","1036453","13349.47",null,null,"1","1","0"
"1-11-2021-10177","11","1","مبايعات","Sales","بيع","Sell","15-06-2021","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","دلفين دبليو 3","Delphine W3",null,"","","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","مساكن شاطئ جميرا","Jumeirah Beach Residency","مارينا مول","Marina Mall","غرفتين","2 B/R","1","153.38","2250000","14669.45",null,null,"2","1","0"
"1-11-2021-12126","11","1","مبايعات","Sales","بيع","Sell","12-07-2021","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","343","ورسان الاولى","Al Warsan First","U06","U06",null,"","","International City Phase 1","المدينة العالمية - المرحلة الاولى","","","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","غرفة","1 B/R","0","69.00","370000","5362.32",null,null,"1","1","0"
"1-110-2014-748","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","15-04-2014","4","فيلا","Villa",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","","","1282","جميرا بارك","JUMEIRAH PARK ","Jumeirah Park","جميرا بارك","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","برج هاربور","Harbour Tower","ابن بطوطة مول","Ibn-e-Battuta Mall","","","0","510.00","2535200","4970.98",null,null,"2","2","2"
"1-102-2013-14164","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","20-12-2013","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","0","على الخارطة","Off-Plan Properties","506","اليلايس 1","Al Yelayiss 1","","","1342","مجتمع ريم ميرا PH5","REEM-MIRA COMMUNITY PH5","","","دورة دبي للدراجات","Dubai Cycling Course","","","","","أربع غرف","4 B/R","0","335.75","2255888","6718.95",null,null,"1","1","0"
"1-41-2015-2599","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","14-05-2015","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","523","الحبية الثالثة","Al Hebiah Third","","","1347","داماك هيلز - بروكفيلد -2","DAMAC HILLS - BROOKFIELD-2","DAMAC HILLS","داماك هيليز","موتور سيتي","Motor City","","","","","","","0","439.30","4006800","9120.87",null,null,"1","2","0"
"1-11-2016-26","11","1","مبايعات","Sales","بيع","Sell","04-01-2016","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","351","الثنيه الثالثة","Al Thanyah Third","الثيال3","AL THAYYAL-3",null,"","","The Greens","الروضة","برج العرب","Burj Al Arab","مدينة دبي للإنترنت","Dubai Internet City","مارينا مول","Marina Mall","غرفة","1 B/R","1","75.80","1150000","15171.50",null,null,"1","1","0"
"1-11-2019-1080","11","1","مبايعات","Sales","بيع","Sell","05-02-2019","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","1","العقارات القائمة","Existing Properties","330","مرسى دبي","Marsa Dubai","مارينا بلازا","Marina Plaza","1312","دي أم مارينا بلازا","DM MARINA PLAZA","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","محطة مترو مارينا مول","Marina Mall Metro Station","مارينا مول","Marina Mall","مكتب","Office","1","336.28","5562144","16540.22",null,null,"1","1","0"
"1-41-2020-2530","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","06-05-2020","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","507","اليلايس 2","Al Yelayiss 2","بارك فيوز","Parkviews","1836","شقق روضة","RAWDA APARTMENTS","TOWN SQUARE","تاون سكوير","دورة دبي للدراجات","Dubai Cycling Course","","","","","غرفتين","2 B/R","1","85.35","944888","11070.74",null,null,"1","1","0"
"1-41-2023-9485","41","1","مبايعات","Sales","بيع مبدئى","Delayed Sell","22-05-2023","1","أرض","Land",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","451","الحبيه الخامسة","Al Hebiah Fifth","","","2335","داماك لاجونز - نيس 1","DAMAC LAGOONS - NICE 1","DAMAC Lagoons","داماك لاغون","","","","","","","","","0","144.00","1947000","13520.83",null,null,"1","1","0"
"1-11-2010-11790","11","1","مبايعات","Sales","بيع","Sell","02-08-2010","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","343","ورسان الاولى","Al Warsan First","S05","S05",null,"","","International City Phase 1","المدينة العالمية - المرحلة الاولى","","","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","غرفتين","2 B/R","0","111.00","499000","4495.50",null,null,"1","1","0"
"1-11-2009-284","11","1","مبايعات","Sales","بيع","Sell","04-02-2009","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","434","وادي الصفا 6","Wadi Al Safa 6","","",null,"","","Arabian Ranches - Hattan","المرابع العربية - حتان","موتور سيتي","Motor City","","","","","","","0","1324.43","3796888","2866.81",null,null,"1","1","0"
"1-11-2009-219659","11","1","مبايعات","Sales","بيع","Sell","17-11-2009","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","1","العقارات القائمة","Existing Properties","526","الخليج التجارى","Business Bay","اسبكت تاور","ASPECT TOWER",null,"","","Business Bay","الخليج التجاري","برج خليفة","Burj Khalifa","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","مكتب","Office","1","184.13","2160000","11730.84",null,null,"1","1","0"
"1-11-2014-12707","11","1","مبايعات","Sales","بيع","Sell","12-05-2014","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","برج الكونكورد 1","CONCORDE TOWER 1","883"," كونكورد تاور","CONCORDE TOWER","Jumeirah Lakes Towers"," ابراج بحيرات الجميرا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","أبراج بحيرات جميرا","Jumeirah Lakes Towers","مارينا مول","Marina Mall","مكتب","Office","1","62.99","599732","9521.07",null,null,"1","1","0"
"1-102-2006-5678","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","08-06-2009","3","وحدة","Unit","101","شقة فندقية","Hotel Apartment","ضيافة","Hospitality ","0","على الخارطة","Off-Plan Properties","350","الثنيه الخامسة","Al Thanyah Fifth","لجونا تاور","LAGUNA TOWER","389"," لاغونا تاور","LAGUNA TOWER","Jumeirah Lakes Towers"," ابراج بحيرات الجميرا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","أبراج بحيرات جميرا","Jumeirah Lakes Towers","مارينا مول","Marina Mall","غرفة","1 B/R","1","64.86","1069000","16481.65",null,null,"1","2","0"
"1-102-2017-22894","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","22-11-2017","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","334","الجداف","Al Jadaf","فرهاد عزيزي رسيدنس","Farhad Azizi Residence","1914","فرهاد عزيزي ريزيدنس","Farhad Azizi Residence","Dubai Health Care City Phase 2","مدينة دبي الطبية المرحلة الثانية","وسط مدينة دبي","Downtown Dubai","محطة مترو مدينة الرعاية الصحية","Healthcare City Metro Station","مول دبي","Dubai Mall","استوديو","Studio","1","34.58","603695","17457.92",null,null,"1","1","0"
"1-11-2022-7591","11","1","مبايعات","Sales","بيع","Sell","11-04-2022","1","أرض","Land",null,"","","تجاري","Commercial","1","العقارات القائمة","Existing Properties","445","جبل علي الأولى","Jabal Ali First","","",null,"","","Al Furjan","الفرجان","موقع إكسبو 2020","Expo 2020 Site","محطة مترو ابن بطوطة","Ibn Battuta Metro Station","ابن بطوطة مول","Ibn-e-Battuta Mall","","","0","896.00","3568800","3983.04",null,null,"1","1","0"
"2-13-2016-1728","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","02-03-2016","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","464","وادي الصفا 2","Wadi Al Safa 2","مزايا 24","Mazaya 24","1208","كيو بوينت ليوان - R093","QPOINT LIWAN- R093","Liwan","ليوان","آي إم جي وورلد أدفينتشرز","IMG World Adventures","","","","","غرفتين","2 B/R","1","97.84","468000","4783.32",null,null,"2","1","0"
"1-11-2018-11364","11","1","مبايعات","Sales","بيع","Sell","29-11-2018","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","485","معيصم الأول","Me'Aisem First","ليك سايد ايه","LAKESIDE A","436","ليكسايد","LAKESIDE","International Media Production Zone","المنطقة العالمية للإنتاج الإعلامي","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","استوديو","Studio","1","34.31","350000","10201.11",null,null,"1","1","0"
"1-11-2020-603","11","1","مبايعات","Sales","بيع","Sell","16-01-2020","3","وحدة","Unit","42","مكتب","Office","تجاري","Commercial","1","العقارات القائمة","Existing Properties","350","الثنيه الخامسة","Al Thanyah Fifth","اتش دي اس بيسنيس سينتر","HDS BUSINESS CENTRE","1130","اتش دي اس بزنس سنتر","HDS BUSINESS CENTRE","Jumeirah Lakes Towers"," ابراج بحيرات الجميرا","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","أبراج بحيرات جميرا","Jumeirah Lakes Towers","مارينا مول","Marina Mall","مكتب","Office","1","103.88","447000","4303.04",null,null,"2","2","0"
